"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"237"	"CHL"	"South America"	"Chile"	"2021-01-31"	727109	4209	3999.857	18452	113	74.143	38036.255	220.18	209.239	965.254	5.911	3.879	0.97	NA	NA	NA	NA	NA	NA	NA	NA	60434	8029108	420.016	3.161	53893	2.819	0.077	13	"tests performed"	67414	57010	10404	0	297	0.35	0.3	0.05	16	79.17	19116209	24.282	35.4	11.087	6.938	22767.037	1.3	127.993	8.46	34.2	41.5	NA	2.11	80.18	0.851	33.77
"238"	"CHL"	"South America"	"Chile"	"2021-02-28"	824625	3207	3595	20572	96	75.714	43137.476	167.763	188.06	1076.155	5.022	3.961	1.09	NA	NA	NA	NA	NA	NA	NA	NA	53311	9366844	489.995	2.789	47081	2.463	0.089	11.2	"tests performed"	3372064	3315739	56325	355	66205	17.64	17.35	0.29	3463	79.17	19116209	24.282	35.4	11.087	6.938	22767.037	1.3	127.993	8.46	34.2	41.5	NA	2.11	80.18	0.851	38.47
"239"	"CHL"	"South America"	"Chile"	"2021-03-31"	995538	6046	6822.143	23135	28	104.714	52078.213	316.276	356.877	1210.229	1.465	5.478	1.09	NA	NA	NA	NA	NA	NA	NA	NA	41827	11209385	586.381	2.188	67158	3.513	0.117	8.5	"tests performed"	10478688	6796571	3682117	279662	181321	54.82	35.55	19.26	9485	79.17	19116209	24.282	35.4	11.087	6.938	22767.037	1.3	127.993	8.46	34.2	41.5	NA	2.11	80.18	0.851	NA
"240"	"CHL"	"South America"	"Chile"	"2021-04-30"	1198245	7254	6049	26353	106	101.714	62682.146	379.469	316.433	1378.568	5.545	5.321	0.92	NA	NA	NA	NA	NA	NA	NA	NA	71802	13051622	682.752	3.756	58228	3.046	0.102	9.8	"tests performed"	14884917	8141197	6743720	87363	113582	77.87	42.59	35.28	5942	84.72	19116209	24.282	35.4	11.087	6.938	22767.037	1.3	127.993	8.46	34.2	41.5	NA	2.11	80.18	0.851	NA
"241"	"CHL"	"South America"	"Chile"	"2021-05-31"	1384346	6839	7012.143	29300	132	107.429	72417.392	357.759	366.817	1532.731	6.905	5.62	1.09	NA	NA	NA	NA	NA	NA	NA	NA	71749	14824922	775.516	3.753	61736	3.23	0.107	9.3	"tests performed"	18705013	10692038	8013047	214785	162009	97.85	55.93	41.92	8475	84.72	19116209	24.282	35.4	11.087	6.938	22767.037	1.3	127.993	8.46	34.2	41.5	NA	2.11	80.18	0.851	NA
"242"	"CHL"	"South America"	"Chile"	"2021-06-30"	1555902	2128	3927.571	32545	56	114.143	81391.765	111.319	205.458	1702.482	2.929	5.971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19116209	24.282	35.4	11.087	6.938	22767.037	1.3	127.993	8.46	34.2	41.5	NA	2.11	80.18	0.851	NA
"243"	"CHN"	"Asia"	"China"	"2021-01-31"	89611	42	64.143	4636	0	0.143	62.259	0.029	0.045	3.221	0	0	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	24000000	NA	NA	NA	651673	1.67	NA	NA	453	78.24	1439323774	147.674	38.7	10.641	5.929	15308.712	0.7	261.899	9.74	1.9	48.4	NA	4.34	76.91	0.761	NA
"244"	"CHN"	"Asia"	"China"	"2021-02-28"	89960	19	10	4636	0	0	62.502	0.013	0.007	3.221	0	0	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	52520000	NA	NA	NA	631579	3.65	NA	NA	439	67.13	1439323774	147.674	38.7	10.641	5.929	15308.712	0.7	261.899	9.74	1.9	48.4	NA	4.34	76.91	0.761	NA
"245"	"CHN"	"Asia"	"China"	"2021-03-31"	90265	16	11.571	4636	0	0	62.713	0.011	0.008	3.221	0	0	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	119821000	NA	NA	5131000	4851614	8.32	NA	NA	3371	55.56	1439323774	147.674	38.7	10.641	5.929	15308.712	0.7	261.899	9.74	1.9	48.4	NA	4.34	76.91	0.761	NA
"246"	"CHN"	"Asia"	"China"	"2021-04-30"	90720	16	13.714	4636	0	0	63.03	0.011	0.01	3.221	0	0	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	265064000	NA	NA	11601000	6997143	18.42	NA	NA	4861	78.24	1439323774	147.674	38.7	10.641	5.929	15308.712	0.7	261.899	9.74	1.9	48.4	NA	4.34	76.91	0.761	NA
"247"	"CHN"	"Asia"	"China"	"2021-05-31"	91173	23	16.571	4636	0	0	63.344	0.016	0.012	3.221	0	0	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	661468000	NA	NA	22296000	19173571	45.96	NA	NA	13321	74.54	1439323774	147.674	38.7	10.641	5.929	15308.712	0.7	261.899	9.74	1.9	48.4	NA	4.34	76.91	0.761	NA
"248"	"CHN"	"Asia"	"China"	"2021-06-30"	91846	12	17.714	4636	0	0	63.812	0.008	0.012	3.221	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1244675000	NA	NA	18941000	21253286	86.48	NA	NA	14766	NA	1439323774	147.674	38.7	10.641	5.929	15308.712	0.7	261.899	9.74	1.9	48.4	NA	4.34	76.91	0.761	NA
"249"	"COL"	"South America"	"Colombia"	"2021-01-31"	2094884	8078	11342.714	53983	333	372.714	41170.701	158.757	222.918	1060.926	6.544	7.325	0.77	NA	NA	NA	NA	NA	NA	NA	NA	56741	10057494	197.66	1.115	66537	1.308	0.183	5.5	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.02	50882884	44.223	32.2	7.646	4.312	13254.949	4.5	124.24	7.44	4.7	13.5	65.386	1.71	77.29	0.767	71.2
"250"	"COL"	"South America"	"Colombia"	"2021-02-28"	2251690	3555	3632.571	59766	106	133.143	44252.405	69.866	71.391	1174.58	2.083	2.617	0.84	NA	NA	NA	NA	NA	NA	NA	NA	31431	11422582	224.488	0.618	39964	0.785	0.099	10.1	"tests performed"	130578	NA	NA	16536	12964	0.26	NA	NA	255	81.02	50882884	44.223	32.2	7.646	4.312	13254.949	4.5	124.24	7.44	4.7	13.5	65.386	1.71	77.29	0.767	30.73
"251"	"COL"	"South America"	"Colombia"	"2021-03-31"	2406377	8646	7595.286	63422	167	146.857	47292.465	169.92	149.27	1246.431	3.282	2.886	1.32	NA	NA	NA	NA	NA	NA	NA	NA	55762	12694994	249.494	1.096	49354	0.97	0.188	5.3	"tests performed"	2243392	1957325	286067	121862	122556	4.41	3.85	0.56	2409	82.87	50882884	44.223	32.2	7.646	4.312	13254.949	4.5	124.24	7.44	4.7	13.5	65.386	1.71	77.29	0.767	NA
"252"	"COL"	"South America"	"Colombia"	"2021-04-30"	2859724	17790	17025.714	73720	490	467.714	56202.082	349.626	334.606	1448.817	9.63	9.192	1.01	NA	NA	NA	NA	NA	NA	NA	NA	87024	14762119	290.12	1.71	81151	1.595	0.236	4.2	"tests performed"	4986471	3359439	1627032	162393	95451	9.8	6.6	3.2	1876	88.89	50882884	44.223	32.2	7.646	4.312	13254.949	4.5	124.24	7.44	4.7	13.5	65.386	1.71	77.29	0.767	NA
"253"	"COL"	"South America"	"Colombia"	"2021-05-31"	3406456	23177	22431.857	88774	492	509.571	66946.991	455.497	440.853	1744.673	9.669	10.015	1.18	NA	NA	NA	NA	NA	NA	NA	NA	50978	16964487	333.403	1.002	84054	1.652	0.301	3.3	"tests performed"	10092122	6798875	3293247	266350	238076	19.83	13.36	6.47	4679	74.07	50882884	44.223	32.2	7.646	4.312	13254.949	4.5	124.24	7.44	4.7	13.5	65.386	1.71	77.29	0.767	NA
"254"	"COL"	"South America"	"Colombia"	"2021-06-30"	4240982	27908	30566.571	106544	610	656.714	83347.909	548.475	600.724	2093.906	11.988	12.906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50882884	44.223	32.2	7.646	4.312	13254.949	4.5	124.24	7.44	4.7	13.5	65.386	1.71	77.29	0.767	NA
"255"	"COM"	"Africa"	"Comoros"	"2021-01-31"	2726	8	65.429	93	3	3.143	3134.793	9.2	75.24	106.946	3.45	3.614	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	869595	437.352	20.4	2.963	1.726	1413.89	18.1	261.516	11.88	4.4	23.6	15.574	2.2	64.32	0.554	NA
"256"	"COM"	"Africa"	"Comoros"	"2021-02-28"	3571	0	9.857	144	0	0.143	4106.509	0	11.335	165.594	0	0.164	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	869595	437.352	20.4	2.963	1.726	1413.89	18.1	261.516	11.88	4.4	23.6	15.574	2.2	64.32	0.554	NA
"257"	"COM"	"Africa"	"Comoros"	"2021-03-31"	3696	0	2	146	0	0	4250.254	0	2.3	167.894	0	0	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	869595	437.352	20.4	2.963	1.726	1413.89	18.1	261.516	11.88	4.4	23.6	15.574	2.2	64.32	0.554	NA
"258"	"COM"	"Africa"	"Comoros"	"2021-04-30"	3834	0	1.143	146	0	0	4408.949	0	1.314	167.894	0	0	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	1442	NA	NA	NA	1658	NA	869595	437.352	20.4	2.963	1.726	1413.89	18.1	261.516	11.88	4.4	23.6	15.574	2.2	64.32	0.554	NA
"259"	"COM"	"Africa"	"Comoros"	"2021-05-31"	3881	0	1.286	146	0	0	4462.997	0	1.479	167.894	0	0	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	83907	NA	NA	NA	1788	9.65	NA	NA	2056	NA	869595	437.352	20.4	2.963	1.726	1413.89	18.1	261.516	11.88	4.4	23.6	15.574	2.2	64.32	0.554	NA
"260"	"COM"	"Africa"	"Comoros"	"2021-06-30"	3936	24	3.429	146	0	0	4526.245	27.599	3.943	167.894	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	869595	437.352	20.4	2.963	1.726	1413.89	18.1	261.516	11.88	4.4	23.6	15.574	2.2	64.32	0.554	NA
"261"	"COG"	"Africa"	"Congo"	"2021-01-31"	7887	0	13.286	117	0	0	1429.298	0	2.408	21.203	0	0	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.52	5518092	15.405	19	3.402	2.063	4881.406	37	344.094	7.2	1.7	52.3	47.964	NA	64.57	0.574	NA
"262"	"COG"	"Africa"	"Congo"	"2021-02-28"	8820	0	27.857	128	0	0.143	1598.379	0	5.048	23.196	0	0.026	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.52	5518092	15.405	19	3.402	2.063	4881.406	37	344.094	7.2	1.7	52.3	47.964	NA	64.57	0.574	NA
"263"	"COG"	"Africa"	"Congo"	"2021-03-31"	9681	0	0	135	0	0	1754.411	0	0	24.465	0	0	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.22	5518092	15.405	19	3.402	2.063	4881.406	37	344.094	7.2	1.7	52.3	47.964	NA	64.57	0.574	NA
"264"	"COG"	"Africa"	"Congo"	"2021-04-30"	10678	0	84.857	144	0	0.714	1935.089	0	15.378	26.096	0	0.129	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	852	NA	NA	NA	154	55.56	5518092	15.405	19	3.402	2.063	4881.406	37	344.094	7.2	1.7	52.3	47.964	NA	64.57	0.574	NA
"265"	"COG"	"Africa"	"Congo"	"2021-05-31"	11658	0	26	153	0	0.429	2112.687	0	4.712	27.727	0	0.078	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	818	NA	NA	NA	148	50.93	5518092	15.405	19	3.402	2.063	4881.406	37	344.094	7.2	1.7	52.3	47.964	NA	64.57	0.574	NA
"266"	"COG"	"Africa"	"Congo"	"2021-06-30"	12596	0	27.429	165	0	0.143	2282.673	0	4.971	29.902	0	0.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	116110	116110	NA	NA	1924	2.1	2.1	NA	349	NA	5518092	15.405	19	3.402	2.063	4881.406	37	344.094	7.2	1.7	52.3	47.964	NA	64.57	0.574	NA
"267"	"COK"	"Oceania"	"Cook Islands"	"2021-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	561	NA	NA	NA	31940	NA	17564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.25	NA	NA
"268"	"CRI"	"North America"	"Costa Rica"	"2021-01-31"	193276	0	566.857	2604	0	12.286	37941.043	0	111.277	511.178	0	2.412	0.87	NA	NA	NA	NA	NA	NA	NA	NA	3796	502687	98.68	0.745	2512	0.493	0.168	6	"people tested"	NA	NA	NA	NA	1555	NA	NA	NA	305	63.89	5094114	96.079	33.6	9.468	5.694	15524.995	1.3	137.973	8.78	6.4	17.4	83.841	1.13	80.28	0.81	NA
"269"	"CRI"	"North America"	"Costa Rica"	"2021-02-28"	204341	0	380.429	2800	0	5.286	40113.158	0	74.68	549.654	0	1.038	1.03	NA	NA	NA	NA	NA	NA	NA	NA	2990	579897	113.837	0.587	3217	0.632	0.082	12.2	"people tested"	NA	NA	NA	NA	6041	NA	NA	NA	1186	56.48	5094114	96.079	33.6	9.468	5.694	15524.995	1.3	137.973	8.78	6.4	17.4	83.841	1.13	80.28	0.81	NA
"270"	"CRI"	"North America"	"Costa Rica"	"2021-03-31"	216764	0	475.143	2957	0	7	42551.855	0	93.273	580.474	0	1.374	1.16	NA	NA	NA	NA	NA	NA	NA	NA	3914	681462	133.774	0.768	4049	0.795	0.094	10.6	"people tested"	NA	NA	NA	NA	9495	NA	NA	NA	1864	62.04	5094114	96.079	33.6	9.468	5.694	15524.995	1.3	137.973	8.78	6.4	17.4	83.841	1.13	80.28	0.81	NA
"271"	"CRI"	"North America"	"Costa Rica"	"2021-04-30"	250991	2609	2008.714	3231	14	13.571	49270.786	512.16	394.321	634.261	2.748	2.664	1.33	NA	NA	NA	NA	NA	NA	NA	NA	8961	821746	161.313	1.759	6286	1.234	0.271	3.7	"people tested"	NA	NA	NA	NA	18105	NA	NA	NA	3554	62.04	5094114	96.079	33.6	9.468	5.694	15524.995	1.3	137.973	8.78	6.4	17.4	83.841	1.13	80.28	0.81	NA
"272"	"CRI"	"North America"	"Costa Rica"	"2021-05-31"	318986	4884	2065.286	4041	79	27.429	62618.544	958.754	405.426	793.268	15.508	5.384	1	NA	NA	NA	NA	NA	NA	NA	NA	3182	1023486	200.915	0.625	6096	1.197	0.269	3.7	"people tested"	NA	NA	NA	NA	25110	NA	NA	NA	4929	66.67	5094114	96.079	33.6	9.468	5.694	15524.995	1.3	137.973	8.78	6.4	17.4	83.841	1.13	80.28	0.81	NA
"273"	"CRI"	"North America"	"Costa Rica"	"2021-06-30"	367938	1777	1487.857	4667	6	14.286	72228.066	348.834	292.074	916.155	1.178	2.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5094114	96.079	33.6	9.468	5.694	15524.995	1.3	137.973	8.78	6.4	17.4	83.841	1.13	80.28	0.81	NA
"274"	"CIV"	"Africa"	"Cote d'Ivoire"	"2021-01-31"	28399	221	221.286	154	2	1.143	1076.606	8.378	8.389	5.838	0.076	0.043	1.1	NA	NA	NA	NA	NA	NA	NA	NA	5112	344477	13.059	0.194	3606	0.137	0.061	16.3	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.59	26378275	76.399	18.7	2.933	1.582	3601.006	28.2	303.74	2.42	NA	NA	19.351	NA	57.78	0.538	NA
"275"	"CIV"	"Africa"	"Cote d'Ivoire"	"2021-02-28"	32754	123	104	192	0	0.857	1241.704	4.663	3.943	7.279	0	0.032	1.16	NA	NA	NA	NA	NA	NA	NA	NA	3149	423731	16.064	0.119	2660	0.101	0.039	25.6	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.93	26378275	76.399	18.7	2.933	1.582	3601.006	28.2	303.74	2.42	NA	NA	19.351	NA	57.78	0.538	NA
"276"	"CIV"	"Africa"	"Cote d'Ivoire"	"2021-03-31"	43889	347	368.857	244	2	2.857	1663.831	13.155	13.983	9.25	0.076	0.108	0.82	NA	NA	NA	NA	NA	NA	NA	NA	4685	519522	19.695	0.178	3851	0.146	0.096	10.4	"samples tested"	40153	40153	NA	2786	1752	0.15	0.15	NA	66	25.93	26378275	76.399	18.7	2.933	1.582	3601.006	28.2	303.74	2.42	NA	NA	19.351	NA	57.78	0.538	NA
"277"	"CIV"	"Africa"	"Cote d'Ivoire"	"2021-04-30"	46036	38	38.714	286	0	1	1745.224	1.441	1.468	10.842	0	0.038	0.83	NA	NA	NA	NA	NA	NA	NA	NA	1904	594288	22.529	0.072	1781	0.068	0.022	46	"samples tested"	149037	149037	NA	8767	5116	0.56	0.56	NA	194	25.93	26378275	76.399	18.7	2.933	1.582	3601.006	28.2	303.74	2.42	NA	NA	19.351	NA	57.78	0.538	NA
"278"	"CIV"	"Africa"	"Cote d'Ivoire"	"2021-05-31"	47292	59	37	305	2	1	1792.839	2.237	1.403	11.563	0.076	0.038	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	648637	24.59	NA	1853	0.07	0.02	50.1	"samples tested"	541449	541449	NA	NA	7186	2.05	2.05	NA	272	17.59	26378275	76.399	18.7	2.933	1.582	3601.006	28.2	303.74	2.42	NA	NA	19.351	NA	57.78	0.538	NA
"279"	"CIV"	"Africa"	"Cote d'Ivoire"	"2021-06-30"	48305	63	35.286	313	0	0.571	1831.242	2.388	1.338	11.866	0	0.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	757113	757113	NA	7745	2828	2.87	2.87	NA	107	NA	26378275	76.399	18.7	2.933	1.582	3601.006	28.2	303.74	2.42	NA	NA	19.351	NA	57.78	0.538	NA
"280"	"HRV"	"Europe"	"Croatia"	"2021-01-31"	232426	336	500.857	5027	29	28.571	56616.523	81.846	122.004	1224.524	7.064	6.96	0.84	NA	NA	1275	310.577	NA	NA	723.299	176.188	5079	1191125	290.145	1.237	5299	1.291	0.095	10.6	"people tested"	NA	NA	NA	NA	2045	NA	NA	NA	498	56.48	4105268	73.726	44	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9	NA	5.54	78.49	0.851	0.81
"281"	"HRV"	"Europe"	"Croatia"	"2021-02-28"	242973	356	432.571	5526	15	13.857	59185.661	86.718	105.37	1346.075	3.654	3.375	1.17	NA	NA	762	185.615	NA	NA	469.386	114.337	5810	1344652	327.543	1.415	5743	1.399	0.075	13.3	"people tested"	NA	NA	NA	NA	6886	NA	NA	NA	1677	52.78	4105268	73.726	44	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9	NA	5.54	78.49	0.851	-1.79
"282"	"HRV"	"Europe"	"Croatia"	"2021-03-31"	271632	2623	1570.857	5947	19	17	66166.691	638.935	382.644	1448.626	4.628	4.141	1.35	NA	NA	1337	325.679	NA	NA	NA	NA	10622	1549854	377.528	2.587	7864	1.916	0.2	5	"people tested"	476499	385724	89313	NA	10400	11.61	9.4	2.18	2533	43.52	4105268	73.726	44	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9	NA	5.54	78.49	0.851	NA
"283"	"HRV"	"Europe"	"Croatia"	"2021-04-30"	332183	2007	1906.571	7081	41	42.429	80916.276	488.884	464.421	1724.857	9.987	10.335	0.89	NA	NA	2237	544.91	NA	NA	NA	NA	9282	1804187	439.481	2.261	8739	2.129	0.218	4.6	"people tested"	901120	702470	198650	28394	18700	21.95	17.11	4.84	4555	49.07	4105268	73.726	44	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9	NA	5.54	78.49	0.851	NA
"284"	"HRV"	"Europe"	"Croatia"	"2021-05-31"	356181	40	303	8026	12	13.857	86761.936	9.744	73.808	1955.049	2.923	3.375	0.6	NA	NA	797	194.141	NA	NA	NA	NA	2116	2013455	490.456	0.515	5679	1.383	0.053	18.7	"people tested"	1773289	1280300	492989	22202	24000	43.2	31.19	12.01	5846	46.3	4105268	73.726	44	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9	NA	5.54	78.49	0.851	NA
"285"	"HRV"	"Europe"	"Croatia"	"2021-06-30"	359872	136	81.429	8206	1	2.286	87661.025	33.128	19.835	1998.895	0.244	0.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4105268	73.726	44	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9	NA	5.54	78.49	0.851	NA
"286"	"CUB"	"North America"	"Cuba"	"2021-01-31"	26686	1012	775	214	1	2.857	2356.043	89.347	68.423	18.894	0.088	0.252	1.31	NA	NA	NA	NA	NA	NA	NA	NA	18403	1904926	168.181	1.625	15935	1.407	0.049	20.6	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.7	11326616	110.408	43.1	14.738	9.719	NA	NA	190.968	8.27	17.1	53.3	85.198	5.2	78.8	0.783	NA
"287"	"CUB"	"North America"	"Cuba"	"2021-02-28"	49779	618	750.857	322	4	3.714	4394.87	54.562	66.291	28.429	0.353	0.328	0.97	NA	NA	NA	NA	NA	NA	NA	NA	19155	2411287	212.887	1.691	18511	1.634	0.041	24.7	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.63	11326616	110.408	43.1	14.738	9.719	NA	NA	190.968	8.27	17.1	53.3	85.198	5.2	78.8	0.783	NA
"288"	"CUB"	"North America"	"Cuba"	"2021-03-31"	75263	1051	896.714	424	3	2.714	6644.791	92.79	79.169	37.434	0.265	0.24	1.13	NA	NA	NA	NA	NA	NA	NA	NA	20914	3005178	265.32	1.846	20271	1.79	0.044	22.6	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.63	11326616	110.408	43.1	14.738	9.719	NA	NA	190.968	8.27	17.1	53.3	85.198	5.2	78.8	0.783	NA
"289"	"CUB"	"North America"	"Cuba"	"2021-04-30"	106707	1046	1071.286	644	12	10.714	9420.907	92.349	94.581	56.857	1.059	0.946	0.98	NA	NA	NA	NA	NA	NA	NA	NA	23384	3654854	322.678	2.065	22733	2.007	0.047	21.2	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.63	11326616	110.408	43.1	14.738	9.719	NA	NA	190.968	8.27	17.1	53.3	85.198	5.2	78.8	0.783	NA
"290"	"CUB"	"North America"	"Cuba"	"2021-05-31"	142266	1100	1151.143	958	8	9.714	12560.327	97.116	101.632	84.58	0.706	0.858	0.97	NA	NA	NA	NA	NA	NA	NA	NA	20474	4349338	383.993	1.808	22209	1.961	0.052	19.3	"tests performed"	2037745	1185218	147135	NA	NA	17.99	10.46	1.3	NA	78.24	11326616	110.408	43.1	14.738	9.719	NA	NA	190.968	8.27	17.1	53.3	85.198	5.2	78.8	0.783	NA
"291"	"CUB"	"North America"	"Cuba"	"2021-06-30"	190993	2970	2583.429	1284	14	13	16862.318	262.214	228.085	113.361	1.236	1.148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11326616	110.408	43.1	14.738	9.719	NA	NA	190.968	8.27	17.1	53.3	85.198	5.2	78.8	0.783	NA
"292"	"CUW"	"North America"	"Curacao"	"2021-03-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	902	NA	NA	NA	5497	NA	164100	362.644	41.7	16.367	10.068	NA	NA	NA	11.62	NA	NA	NA	NA	78.88	NA	NA
"293"	"CUW"	"North America"	"Curacao"	"2021-04-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	95693	72248	23445	1774	2191	58.31	44.03	14.29	13352	NA	164100	362.644	41.7	16.367	10.068	NA	NA	NA	11.62	NA	NA	NA	NA	78.88	NA	NA
"294"	"CUW"	"North America"	"Curacao"	"2021-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	153779	84974	68805	1519	1315	93.71	51.78	41.93	8013	NA	164100	362.644	41.7	16.367	10.068	NA	NA	NA	11.62	NA	NA	NA	NA	78.88	NA	NA
"295"	"CUW"	"North America"	"Curacao"	"2021-06-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	167391	88770	78621	240	304	102.01	54.1	47.91	1853	NA	164100	362.644	41.7	16.367	10.068	NA	NA	NA	11.62	NA	NA	NA	NA	78.88	NA	NA
